"Substrate","ChEBI","TCNumber","InChI"
"maltooligosaccharide","CHEBI:17593","1.B.38.4.2","InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1"
"maltooligosaccharide","CHEBI:17593","1.B.26.1.1","InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1"
"maltooligosaccharide","CHEBI:17593","1.B.3.1.14","InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1"
"maltooligosaccharide","CHEBI:17593","3.A.1.5.8","InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1"
"maltooligosaccharide","CHEBI:17593","2.A.2.6.2","InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1"
"maltooligosaccharide","CHEBI:17593","3.A.1.1.16","InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1"
"maltooligosaccharide","CHEBI:17593","1.B.14.6.1","InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1"
"maltooligosaccharide","CHEBI:17593","1.B.14.12.1","InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1"
"maltose","CHEBI:17306","1.B.3.1.1","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:17306","2.A.1.5.1","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","3.A.1.1.26","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","3.A.1.1.22","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","1.B.3.1.14","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","4.A.1.1.11","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","2.A.1.1.138","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","2.A.84.1.1","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.4.1","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","4.A.1.1.17","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","3.A.1.1.17","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","1.B.3.1.1","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.1.6","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","4.A.1.1.12","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.1.4","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","3.A.1.1.1","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.1.7","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","2.A.2.6.3","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.1.8","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","4.A.1.1.3","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.2.2","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","3.A.1.1.8","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.1.9","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","2.A.2.6.2","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.2.1","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.3.1","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","3.A.1.1.7","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.1.1","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","4.A.1.1.8","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","3.A.1.1.52","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","2.A.2.6.1","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","2.A.1.65.9","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.1.3","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.1.11","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","2.A.84.1.2","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","3.A.1.5.8","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.1.5","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","3.A.1.1.27","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","3.A.1.1.45","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.1.10","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","2.A.1.5.3","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","9.B.28.1.2","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","3.A.1.1.51","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","3.A.1.1.25","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","3.A.1.1.44","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","1.B.19.1.1","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltose","CHEBI:6668","2.A.1.20.1","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"
"maltotetraose","CHEBI:6671","3.A.1.1.27","InChI=1S/C24H42O21/c25-1-6(30)11(32)19(7(31)2-26)43-23-17(38)14(35)21(9(4-28)41-23)45-24-18(39)15(36)20(10(5-29)42-24)44-22-16(37)13(34)12(33)8(3-27)40-22/h1,6-24,26-39H,2-5H2/t6-,7+,8+,9+,10+,11+,12+,13-,14+,15+,16+,17+,18+,19+,20+,21+,22+,23+,24+/m0/s1"
"maltotetraose","CHEBI:6671","3.A.1.1.51","InChI=1S/C24H42O21/c25-1-6(30)11(32)19(7(31)2-26)43-23-17(38)14(35)21(9(4-28)41-23)45-24-18(39)15(36)20(10(5-29)42-24)44-22-16(37)13(34)12(33)8(3-27)40-22/h1,6-24,26-39H,2-5H2/t6-,7+,8+,9+,10+,11+,12+,13-,14+,15+,16+,17+,18+,19+,20+,21+,22+,23+,24+/m0/s1"
"maltotetraose","CHEBI:6671","3.A.1.1.22","InChI=1S/C24H42O21/c25-1-6(30)11(32)19(7(31)2-26)43-23-17(38)14(35)21(9(4-28)41-23)45-24-18(39)15(36)20(10(5-29)42-24)44-22-16(37)13(34)12(33)8(3-27)40-22/h1,6-24,26-39H,2-5H2/t6-,7+,8+,9+,10+,11+,12+,13-,14+,15+,16+,17+,18+,19+,20+,21+,22+,23+,24+/m0/s1"
"maltotetraose","CHEBI:6671","1.B.3.1.1","InChI=1S/C24H42O21/c25-1-6(30)11(32)19(7(31)2-26)43-23-17(38)14(35)21(9(4-28)41-23)45-24-18(39)15(36)20(10(5-29)42-24)44-22-16(37)13(34)12(33)8(3-27)40-22/h1,6-24,26-39H,2-5H2/t6-,7+,8+,9+,10+,11+,12+,13-,14+,15+,16+,17+,18+,19+,20+,21+,22+,23+,24+/m0/s1"
"manganese cation","CHEBI:25155","2.A.106.2.2","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.19.4.7","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:25156","3.A.3.10.22","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:25156","2.A.55.2.20","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:25156","2.A.107.1.5","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.7.29.4","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.107.1.1","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.1.15.21","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.10.11","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.3.3","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.1.9.1","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.89.1.1","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.2.26","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.106.1.6","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.1.4","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.2.13","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.1.15.2","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.10.18","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.1.1","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.19.2.2","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.5.4.15","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","1.A.1.11.5","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.1.15.16","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.11.1.3","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","1.A.1.11.12","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.106.2.3","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.10.13","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.106.1.5","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.1.15.9","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.2.3","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.10.19","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.1.15.10","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.10.15","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.3.3","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.2.16","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.10.14","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.107.1.2","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.7.25.4","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.1.6","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.1.15.7","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.11.1.1","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.106.1.7","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.97.1.1","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.3.6","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.4.5.1","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","9.A.8.1.6","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.5.1.2","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","1.A.26.1.2","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.2.9","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.19.2.4","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.100.2.1","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.1.15.1","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.1.2","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.4.7.7","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.10.8","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.2.3","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.1.15.15","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.10.16","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.108.3.2","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","1.A.1.13.3","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.2.23","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.5.2.1","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.3.10.1","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.1.15.8","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","1.A.112.1.6","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.2.17","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.10.17","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.89.3.8","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.2.6","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.2.16","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.1.15.14","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.4.2.5","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","1.B.4.2.16","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.3.1","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.2.6","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.10.10","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.100.1.4","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.1.15.4","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.10.6","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.10.9","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.4.5.7","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.1.15.20","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.2.1","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.4.5.6","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.19.2.9","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.5.4.5","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.4.7.6","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.55.2.4","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.1.15.17","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.2.5","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","2.A.4.5.4","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.2.28","InChI=1S/Mn/q+2"
"manganese(2+)","CHEBI:29035","3.A.3.2.19","InChI=1S/Mn/q+2"
"mannan","CHEBI:28808","4.A.3.2.10","InChI=1S/C24H42O21/c25-1-5-9(29)10(30)15(35)22(40-5)44-19-7(3-27)42-24(17(37)12(19)32)45-20-8(4-28)41-23(16(36)13(20)33)43-18-6(2-26)39-21(38)14(34)11(18)31/h5-38H,1-4H2/t5-,6-,7-,8-,9-,10+,11-,12-,13-,14+,15+,16+,17-,18+,19-,20-,21-,22+,23+,24+/m1/s1"
"mannopine","CHEBI:80662","3.A.1.11.3","InChI=1S/C11H22N2O8/c12-8(17)2-1-5(11(20)21)13-3-6(15)9(18)10(19)7(16)4-14/h5-7,9-10,13-16,18-19H,1-4H2,(H2,12,17)(H,20,21)/t5-,6+,7+,9+,10+/m0/s1"
"mannose","CHEBI:14575","2.A.1.1.134","InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1"
"mannose","CHEBI:14575","3.A.1.1.24","InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1"
"mannose","CHEBI:14575","4.A.6.1.11","InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1"
"mannose","CHEBI:14575","2.A.1.1.136","InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1"
"mannose","CHEBI:14575","2.A.1.7.16","InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1"
"mannose","CHEBI:14575","2.A.1.1.43","InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1"
