"TCNumber","ChEBI","Substrate"
"1.B.14.1.13","CHEBI:34755","iron(3+)"
"2.A.29.27.1","CHEBI:2359","ATP"
"3.A.3.10.14","CHEBI:29035","manganese(2+)"
"4.A.1.2.5","CHEBI:9002","salicin"
"4.A.1.2.5","CHEBI:2806","hydroquinone O-beta-D-glucopyranoside"
"2.A.1.1.127","CHEBI:5709","hexose"
"2.A.57.1.2","CHEBI:7647","nucleoside"
"3.A.5.9.2","CHEBI:8526","protein polypeptide chain"
"1.A.45.1.2","CHEBI:14911","protein"
"1.A.45.1.2","CHEBI:4291","deoxyribonucleic acid"
"1.B.6.1.3","CHEBI:35274","ammonium ion"
"1.B.6.1.3","CHEBI:25367","molecule"
"1.C.11.1.1","CHEBI:25367","molecule"
"2.A.52.1.1","CHEBI:25517","nickel(2+)"
"3.A.3.1.6","CHEBI:9175","sodium(1+)"
"3.A.3.1.6","CHEBI:8345","potassium(1+)"
"1.C.21.2.4","CHEBI:5585","water"
"1.C.21.2.4","CHEBI:25367","molecule"
"1.C.21.2.4","CHEBI:53369","polyelectrolyte macromolecule"
"2.A.117.1.9","CHEBI:23888","drug"
"2.A.67.1.5","CHEBI:5437","glutathione"
"2.A.67.1.5","CHEBI:9742","tripeptide"
"2.A.1.1.34","CHEBI:5584","hydron"
"2.A.1.1.34","CHEBI:5448","glycerol"
"2.A.1.1.34","CHEBI:10601","myo-inositol"
"2.A.1.1.34","CHEBI:4840","erythritol"
"2.A.1.1.34","CHEBI:6686","D-mannitol"
"2.A.1.1.34","CHEBI:9201","glucitol"
"2.A.1.1.34","CHEBI:10078","xylitol"
"2.A.1.1.34","CHEBI:10410","beta-D-ribopyranose"
"3.A.2.1.1","CHEBI:5584","hydron"
"1.A.4.2.5","CHEBI:3308","calcium(2+)"
"2.A.53.2.15","CHEBI:22563","anion"
"8.A.51.1.3","CHEBI:23835","dipeptide"
"9.A.69.1.2","CHEBI:8150","phospholipid"
"2.A.3.1.12","CHEBI:5733","histidine"
"2.A.3.1.12","CHEBI:8089","phenylalanine"
"2.A.3.1.12","CHEBI:9769","tryptophan"
"2.A.3.1.12","CHEBI:9800","tyrosine"
"2.A.7.14.4","CHEBI:8639","7H-purine"
"2.A.7.14.4","CHEBI:2470","adenine"
"2.A.7.14.4","CHEBI:71693","9-ribosyl-trans-zeatin"
"2.A.7.14.4","CHEBI:17660","N(6)-dimethylallyladenine"
"2.A.7.14.4","CHEBI:10107","trans-zeatin"
"2.A.7.14.4","CHEBI:29022","N-benzyladenine"
"2.A.7.14.4","CHEBI:5563","guanine"
"2.A.7.14.4","CHEBI:9160","single-stranded DNA"
"2.A.7.14.4","CHEBI:43130","kinetin"
"5.B.2.2.2","CHEBI:10545","electron"
"5.B.3.1.1","CHEBI:10545","electron"
"3.A.1.5.28","CHEBI:25517","nickel(2+)"
"2.A.1.13.23","CHEBI:60311","thyroid hormone"
"3.A.3.5.27","CHEBI:49551","copper(1+)"
"1.B.60.1.6","CHEBI:25367","molecule"
"1.C.39.4.1","CHEBI:25367","molecule"
"2.A.3.3.3","CHEBI:2642","alpha-amino acid"
"2.A.1.21.8","CHEBI:25106","macrolide"
"4.A.6.1.2","CHEBI:5172","fructose"
"3.A.1.120.3","CHEBI:7737","oleandomycin"
"3.D.12.1.1","CHEBI:10545","electron"
"9.B.153.4.1","CHEBI:25367","molecule"
"2.A.126.1.16","CHEBI:4984","fatty acid"
"1.B.39.1.4","CHEBI:7472","naphthalene"
"3.A.17.1.3","CHEBI:4291","deoxyribonucleic acid"
"2.A.1.7.23","CHEBI:5418","glucose"
"1.A.53.1.9","CHEBI:3473","cation"
"2.A.4.4.5","CHEBI:10113","zinc(2+)"
"2.A.72.3.8","CHEBI:8345","potassium(1+)"
"1.B.6.1.11","CHEBI:25367","molecule"
"1.A.24.2.4","CHEBI:25367","molecule"
"2.A.1.7.1","CHEBI:5584","hydron"
"2.A.1.7.1","CHEBI:2181","L-fucopyranose"
"8.A.147.1.2","CHEBI:24493","hemin"
"1.B.78.1.4","CHEBI:10545","electron"
"2.A.1.1.122","CHEBI:30911","glucitol"
"1.B.70.1.12","CHEBI:25367","molecule"
"9.B.247.1.2","CHEBI:14911","protein"
"8.A.172.2.2","CHEBI:14911","protein"
"1.B.6.2.12","CHEBI:25367","molecule"
"1.C.39.3.3","CHEBI:25367","molecule"
"2.A.18.6.19","CHEBI:2642","alpha-amino acid"
"2.A.40.4.1","CHEBI:9885","7,9-dihydro-1H-purine-2,6,8(3H)-trione"
"2.A.40.4.1","CHEBI:10059","9H-xanthine"
"1.A.10.1.25","CHEBI:39124","calcium ion"
"1.A.10.1.25","CHEBI:23058","cation"
"1.A.5.1.2","CHEBI:3308","calcium(2+)"
"3.A.1.101.1","CHEBI:61650","[3)-beta-D-galactopyranuronosyl-(1->3)-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucopyranosyl-(1->4)-beta-D-galactopyranurosyl-(1->]n"
"9.A.57.1.4","CHEBI:6486","lipid"
"1.B.61.1.3","CHEBI:25367","molecule"
"2.A.29.3.4","CHEBI:3731","chloride"
"2.A.29.3.4","CHEBI:5584","hydron"
"3.A.3.10.19","CHEBI:29035","manganese(2+)"
"2.A.1.30.3","CHEBI:4799","enterobactin"
"3.A.1.204.27","CHEBI:6104","kanamycin"
"3.A.1.204.27","CHEBI:23888","drug"
"3.A.1.4.7","CHEBI:19889","(3,4-dihydroxyphenyl)acetate"
"2.A.1.3.42","CHEBI:7809","oxacillin"
"2.A.19.4.6","CHEBI:3308","calcium(2+)"
"2.A.19.4.6","CHEBI:9175","sodium(1+)"
"2.A.19.4.6","CHEBI:8345","potassium(1+)"
"1.B.1.6.3","CHEBI:25367","molecule"
"3.A.7.5.1","CHEBI:8526","protein polypeptide chain"
"1.A.9.3.4","CHEBI:24870","ion"
"2.A.43.2.5","CHEBI:4052","cystine"
"1.B.66.4.1","CHEBI:25367","molecule"
"2.A.87.1.2","CHEBI:8843","riboflavin"
"3.A.1.106.6","CHEBI:9931","vancomycin"
"3.A.1.106.6","CHEBI:3603","chloramphenicol"
"3.A.1.106.6","CHEBI:2683","ampicillin"
"3.A.1.106.6","CHEBI:9474","tetracycline"
"3.A.1.106.6","CHEBI:45745","streptomycin"
"2.A.1.16.4","CHEBI:5584","hydron"
"2.A.1.16.4","CHEBI:5019","ferrichrome"
"2.A.76.1.2","CHEBI:5584","hydron"
"2.A.76.1.2","CHEBI:16857","L-threonine"
"1.A.51.1.5","CHEBI:5584","hydron"
"2.A.16.5.1","CHEBI:22563","anion"
"3.A.3.10.20","CHEBI:6635","magnesium(2+)"
"3.A.3.10.20","CHEBI:25213","metal cation"
"2.A.1.82.2","CHEBI:29036","copper(2+)"
"2.A.46.1.5","CHEBI:16150","benzoate"
"1.H.1.1.9","CHEBI:3473","cation"
"1.C.114.1.3","CHEBI:25367","molecule"
"1.B.14.1.3","CHEBI:28199","ferrienterobactin(3-)"
"1.A.1.15.4","CHEBI:8345","potassium(1+)"
"2.A.7.19.1","CHEBI:2594","allantoin"
"2.A.7.19.1","CHEBI:9882","uracil"
"2.A.7.19.1","CHEBI:2054","5-fluorouracil"
"1.A.2.1.9","CHEBI:8345","potassium(1+)"
"2.A.1.22.1","CHEBI:25512","neurotransmitter"
"2.A.7.9.23","CHEBI:8147","phosphoenolpyruvate"
"2.A.7.9.23","CHEBI:7793","phosphate(3-)"
"2.A.7.9.23","CHEBI:26191","polyol"
"4.A.1.2.11","CHEBI:28749","aryl beta-D-glucoside"
"1.B.6.1.17","CHEBI:25367","molecule"
"1.B.8.8.1","CHEBI:22563","anion"
"1.B.8.8.1","CHEBI:456216","ADP(3-)"
"1.B.8.8.1","CHEBI:2359","ATP"
"2.A.18.8.2","CHEBI:5584","hydron"
"2.A.18.8.2","CHEBI:2642","alpha-amino acid"
"1.A.26.1.7","CHEBI:23337","cobalt(2+)"
"1.A.26.1.7","CHEBI:34754","iron(2+)"
"1.A.1.15.7","CHEBI:24870","ion"
"3.D.10.1.3","CHEBI:5584","hydron"
"2.A.4.2.9","CHEBI:27365","zinc ion"
"1.C.28.4.1","CHEBI:5585","water"
"1.C.28.4.1","CHEBI:25367","molecule"
"1.C.28.4.1","CHEBI:53369","polyelectrolyte macromolecule"
"2.A.6.2.29","CHEBI:33601","safranin O"
"2.A.6.2.29","CHEBI:8682","pyronin Y"
"2.A.6.2.29","CHEBI:8984","sodium dodecyl sulfate"
"2.A.6.2.29","CHEBI:8858","rifampicin"
"2.A.6.2.29","CHEBI:9731","trimethoprim"
"2.A.6.2.29","CHEBI:3603","chloramphenicol"
"2.A.6.2.29","CHEBI:10426","beta-lactam"
"2.A.6.2.29","CHEBI:7644","novobiocin"
"2.A.6.2.29","CHEBI:5201","fusidic acid"
"2.A.6.2.29","CHEBI:9474","tetracycline"
"2.A.6.2.29","CHEBI:29696","tigecycline"
"2.A.6.2.29","CHEBI:29697","triclosan"
"2.A.6.2.29","CHEBI:36420","acridine"
"2.A.6.2.29","CHEBI:87211","fluoroquinolone antibiotic"
"2.A.6.2.29","CHEBI:4841","erythromycin A"
"3.A.2.2.4","CHEBI:5584","hydron"
"8.A.67.1.5","CHEBI:16541","protein polypeptide chain"
"1.M.1.3.5","CHEBI:25367","molecule"
"3.D.6.1.1","CHEBI:5584","hydron"
"3.A.1.1.17","CHEBI:10202","alpha,alpha-trehalose"
"3.A.1.1.17","CHEBI:6668","maltose"
"3.A.1.1.17","CHEBI:9314","sucrose"
"1.G.3.1.8","CHEBI:24870","ion"
"9.B.102.5.3","CHEBI:29702","Undecylprodigiosin"
"1.C.39.3.1","CHEBI:25367","molecule"
"1.C.73.2.2","CHEBI:27026","toxin"
"3.D.4.10.2","CHEBI:5584","hydron"
"2.A.17.3.22","CHEBI:25906","peptide"
"1.A.114.1.6","CHEBI:3616","chloride"
"1.A.114.1.6","CHEBI:22563","anion"
"2.A.7.4.5","CHEBI:33709","amino acid"
"3.D.4.5.1","CHEBI:5584","hydron"
"2.A.130.1.2","CHEBI:14911","protein"
"2.A.29.18.6","CHEBI:18420","magnesium(2+)"
"1.H.1.1.12","CHEBI:24870","ion"
"1.B.1.1.15","CHEBI:8984","sodium dodecyl sulfate"
"1.B.1.1.15","CHEBI:3473","cation"
"1.B.1.1.15","CHEBI:10427","beta-lactam antibiotic"
"3.D.4.5.2","CHEBI:5584","hydron"
"1.B.24.1.3","CHEBI:25367","molecule"
"2.A.21.3.6","CHEBI:9175","sodium(1+)"
"2.A.21.3.6","CHEBI:10601","myo-inositol"
"9.A.19.1.2","CHEBI:18059","lipid"
"2.A.66.12.12","CHEBI:72813","exopolysaccharide"
"2.A.4.4.7","CHEBI:49807","lead(2+)"
"5.A.1.1.1","CHEBI:10545","electron"
"1.C.76.1.2","CHEBI:25367","molecule"
"2.A.19.2.4","CHEBI:3290","cadmium(2+)"
"2.A.19.2.4","CHEBI:3308","calcium(2+)"
"2.A.19.2.4","CHEBI:6635","magnesium(2+)"
"2.A.19.2.4","CHEBI:29035","manganese(2+)"
"2.A.19.2.4","CHEBI:5584","hydron"
"1.A.1.16.6","CHEBI:29103","potassium(1+)"
"2.A.1.2.118","CHEBI:30143","lithium(1+)"
"2.A.1.2.118","CHEBI:9175","sodium(1+)"
"2.A.1.2.118","CHEBI:8345","potassium(1+)"
"2.A.1.2.118","CHEBI:100246","norfloxacin"
"2.A.1.2.118","CHEBI:42478","ethidium"
"1.B.34.1.1","CHEBI:25367","molecule"
"2.A.1.1.9","CHEBI:5584","hydron"
"2.A.1.1.9","CHEBI:6353","alpha-lactose"
"2.A.1.1.9","CHEBI:5256","galactose"
"2.A.3.8.12","CHEBI:16857","L-threonine"
"2.A.3.8.12","CHEBI:9116","serine"
"2.A.3.8.12","CHEBI:5733","histidine"
"2.A.3.8.12","CHEBI:8089","phenylalanine"
"2.A.3.8.12","CHEBI:9769","tryptophan"
"2.A.3.8.12","CHEBI:9800","tyrosine"
"1.B.34.1.4","CHEBI:25367","molecule"
"1.B.1.3.2","CHEBI:7557","NMN zwitterion"
"1.B.1.3.2","CHEBI:7422","NAD(+)"
"2.A.49.9.3","CHEBI:5113","fluoride"
"2.A.49.9.3","CHEBI:5584","hydron"
"2.A.22.1.3","CHEBI:9175","sodium(1+)"
"2.A.22.1.3","CHEBI:2679","amphetamine"
"2.A.22.1.3","CHEBI:1764","dopamine"
"2.A.6.2.13","CHEBI:8829","rhodamine 6G"
"2.A.6.2.13","CHEBI:3020","benzalkonium chloride"
"2.A.6.2.13","CHEBI:3933","crystal violet"
"2.A.6.2.13","CHEBI:8984","sodium dodecyl sulfate"
"2.A.6.2.13","CHEBI:23614","deoxycholate"
"2.A.6.2.13","CHEBI:9532","thiamine(1+) diphosphate"
"2.A.6.2.13","CHEBI:2496","doxorubicin"
"2.A.6.2.13","CHEBI:4864","17beta-estradiol"
"2.A.6.2.13","CHEBI:8453","progesterone"
"2.A.6.2.13","CHEBI:42478","ethidium"
"2.A.6.2.13","CHEBI:4841","erythromycin A"
"3.D.4.2.1","CHEBI:5584","hydron"
"3.D.4.2.1","CHEBI:7860","dioxygen"
"1.A.69.3.2","CHEBI:3473","cation"
"1.A.28.2.1","CHEBI:9888","urea"
"2.A.1.4.6","CHEBI:4170","D-glucopyranose 6-phosphate"
"2.A.1.1.3","CHEBI:5584","hydron"
"2.A.1.1.3","CHEBI:10085","xylose"
"1.C.78.1.4","CHEBI:24870","ion"
"2.A.9.1.2","CHEBI:8526","protein polypeptide chain"
"2.A.66.1.34","CHEBI:7644","novobiocin"
"2.A.105.1.4","CHEBI:15361","pyruvate"
"2.A.1.2.34","CHEBI:659853","colistin"
"2.A.1.2.34","CHEBI:87211","fluoroquinolone antibiotic"
"2.A.56.3.4","CHEBI:11851","3-methyl-2-oxobutanoate"
"2.A.56.3.4","CHEBI:15361","pyruvate"
"2.A.56.3.4","CHEBI:16763","2-oxobutanoate"
"2.A.56.3.4","CHEBI:1585","3-methyl-2-oxovalerate"
"2.A.56.3.4","CHEBI:1891","4-methyl-2-oxopentanoic acid"
"2.A.29.8.6","CHEBI:6264","L-lysine"
"2.A.29.8.6","CHEBI:6280","L-ornithine"
"2.A.29.8.6","CHEBI:6185","L-arginine"
"2.A.29.8.6","CHEBI:6240","L-histidine"
"1.B.13.1.1","CHEBI:271","alginic acid"
"2.A.1.10.3","CHEBI:24280","D-glucosyl group"
"1.B.27.1.3","CHEBI:25367","molecule"
"1.A.76.1.14","CHEBI:6635","magnesium(2+)"
"1.B.54.2.1","CHEBI:8526","protein polypeptide chain"
"9.B.67.1.1","CHEBI:9175","sodium(1+)"
"9.B.67.1.1","CHEBI:5589","hydrogencarbonate"
"1.A.9.8.1","CHEBI:24870","ion"
"1.A.6.2.5","CHEBI:9175","sodium(1+)"
"1.C.22.1.2","CHEBI:5585","water"
"1.C.22.1.2","CHEBI:25367","molecule"
"1.C.22.1.2","CHEBI:53369","polyelectrolyte macromolecule"
"1.A.1.9.2","CHEBI:8345","potassium(1+)"
"1.C.39.11.4","CHEBI:25367","molecule"
"2.A.1.3.81","CHEBI:8829","rhodamine 6G"
"2.A.1.3.81","CHEBI:383703","3,6-diamino-10-methylacridinium chloride"
"2.A.1.3.81","CHEBI:4883","ethidium bromide"
"2.A.1.3.81","CHEBI:2683","ampicillin"
"2.A.1.3.81","CHEBI:9474","tetracycline"
"2.A.1.3.81","CHEBI:6104","kanamycin"
"1.A.1.7.4","CHEBI:8345","potassium(1+)"
"1.B.9.2.4","CHEBI:33658","arene"
"1.A.35.5.5","CHEBI:6635","magnesium(2+)"
"2.A.72.3.11","CHEBI:8345","potassium(1+)"
"2.A.1.21.3","CHEBI:9474","tetracycline"
"2.A.1.21.3","CHEBI:27902","tetracycline"
"1.A.106.1.10","CHEBI:39124","calcium ion"
"2.A.2.4.1","CHEBI:9314","sucrose"
"2.A.15.1.1","CHEBI:9175","sodium(1+)"
"2.A.15.1.1","CHEBI:3073","glycine betaine"
"2.A.15.1.1","CHEBI:16457","S,S-dimethyl-beta-propiothetin"
"2.A.15.1.1","CHEBI:4623","(carboxymethyl)(dimethyl)sulfonium"
"2.A.42.1.2","CHEBI:9769","tryptophan"
"2.A.42.1.2","CHEBI:5900","1H-indole"
"9.A.24.1.6","CHEBI:3659","cholesterol"
"9.A.24.1.6","CHEBI:8337","porphyrin"
"2.A.4.7.8","CHEBI:3290","cadmium(2+)"
"2.A.4.7.8","CHEBI:10113","zinc(2+)"
"1.C.106.2.2","CHEBI:25367","molecule"
"2.A.7.20.1","CHEBI:5584","hydron"
"2.A.7.20.1","CHEBI:3638","chloroquine"
"4.D.3.1.2","CHEBI:3529","(1->4)-beta-D-glucan"
"2.A.20.3.1","CHEBI:9175","sodium(1+)"
"2.A.20.3.1","CHEBI:7793","phosphate(3-)"
"2.A.1.2.6","CHEBI:3015","benomyl"
"2.A.1.2.6","CHEBI:4015","cycloheximide"
"2.A.1.2.6","CHEBI:46081","fluconazole"
"2.A.1.2.6","CHEBI:23888","drug"
"1.A.36.1.3","CHEBI:3731","chloride"
"2.A.72.1.1","CHEBI:8345","potassium(1+)"
"1.C.4.4.1","CHEBI:25367","molecule"
"1.B.58.1.2","CHEBI:25367","molecule"
"3.A.1.17.1","CHEBI:9406","taurine"
"2.A.7.12.11","CHEBI:3275","cytidine 5'-monophosphate"
"2.A.7.12.11","CHEBI:16556","CMP-N-acetyl-beta-neuraminic acid"
"2.A.7.10.3","CHEBI:9823","UDP-N-acetyl-alpha-D-glucosamine"
"2.A.4.1.1","CHEBI:3290","cadmium(2+)"
"2.A.4.1.1","CHEBI:23337","cobalt(2+)"
"2.A.4.1.1","CHEBI:23380","copper(2+)"
"2.A.4.1.1","CHEBI:25517","nickel(2+)"
"2.A.4.1.1","CHEBI:10113","zinc(2+)"
"2.A.18.6.17","CHEBI:2642","alpha-amino acid"
"1.A.8.9.18","CHEBI:15377","water"
"9.A.73.1.3","CHEBI:16247","phospholipid"
"2.A.7.19.3","CHEBI:74266","N-acylurea"
"2.A.7.19.3","CHEBI:2594","allantoin"
"2.A.7.19.3","CHEBI:9882","uracil"
"2.A.7.19.3","CHEBI:2054","5-fluorouracil"
"2.A.7.19.3","CHEBI:9885","7,9-dihydro-1H-purine-2,6,8(3H)-trione"
"2.A.7.19.3","CHEBI:10059","9H-xanthine"
"3.E.1.8.5","CHEBI:7580","nitric acid"
"2.A.22.3.2","CHEBI:16865","gamma-aminobutyric acid"
"2.A.1.3.34","CHEBI:4883","ethidium bromide"
"2.A.1.3.34","CHEBI:44107","malachite green cation"
"2.A.1.3.34","CHEBI:4877","ethambutol"
"2.A.1.3.34","CHEBI:9924","valinomycin"
"2.A.1.3.34","CHEBI:8858","rifampicin"
"2.A.1.3.34","CHEBI:3259","CCCP"
"2.A.1.3.34","CHEBI:6030","isoniazide"
"2.A.1.3.34","CHEBI:3749","clofazimine"
"5.A.3.4.4","CHEBI:62046","biotinate sulfoxide(1-)"
"5.A.3.4.4","CHEBI:15724","trimethylamine N-oxide"
"5.A.3.4.4","CHEBI:17016","L-methionine S-oxide"
"1.B.18.3.4","CHEBI:8322","polysaccharide"
"1.B.27.1.2","CHEBI:25367","molecule"
"3.A.5.4.2","CHEBI:8526","protein polypeptide chain"
"2.A.7.6.3","CHEBI:5584","hydron"
"2.A.7.6.3","CHEBI:16055","aldehydo-L-rhamnose"
"3.A.1.208.17","CHEBI:3290","cadmium(2+)"
"3.A.1.208.17","CHEBI:58716","red chlorophyll catabolite(2-)"
"3.A.1.208.17","CHEBI:35218","anthocyanin cation"
"3.A.1.208.17","CHEBI:24335","glutathione conjugate"
"3.A.1.208.17","CHEBI:39352","dinitrophenol"
"3.A.1.208.17","CHEBI:24527","herbicide"
"2.A.1.3.63","CHEBI:26672","siderophore"
"2.A.69.1.4","CHEBI:22676","auxin"
"3.D.10.1.2","CHEBI:30031","succinate(2-)"
"3.D.10.1.2","CHEBI:42511","fumarate(2-)"
"1.C.67.1.1","CHEBI:25367","molecule"
"9.A.76.1.10","CHEBI:24024","fatty acid"
"2.A.76.2.3","CHEBI:87174","(+)-(1S,2S)-norcoronamic acid"
"1.B.66.2.1","CHEBI:25367","molecule"
"1.A.7.1.6","CHEBI:3308","calcium(2+)"
"2.A.49.2.3","CHEBI:3731","chloride"
"2.A.49.2.3","CHEBI:3178","bromide"
"2.A.49.2.3","CHEBI:5946","iodide"
"2.A.49.2.3","CHEBI:7710","superoxide"
"3.A.1.203.4","CHEBI:3139","bleomycin A2"
"1.A.87.3.2","CHEBI:3290","cadmium(2+)"
"2.A.6.3.14","CHEBI:4883","ethidium bromide"
"2.A.6.3.14","CHEBI:8984","sodium dodecyl sulfate"
"2.A.6.3.14","CHEBI:3717","ciprofloxacin"
"2.A.6.3.14","CHEBI:28971","ampicillin"
"2.A.6.3.14","CHEBI:3493","cefoperazone"
"2.A.6.3.14","CHEBI:3500","cefoxitin"
"2.A.6.3.14","CHEBI:5879","imipenem"
"2.A.6.3.14","CHEBI:6909","metronidazole"
"1.B.22.1.1","CHEBI:8526","protein polypeptide chain"
"1.B.22.1.1","CHEBI:25367","molecule"
"8.A.159.1.4","CHEBI:14911","protein"
"1.C.52.1.15","CHEBI:24870","ion"
"2.A.1.7.4","CHEBI:5418","glucose"
"2.A.66.1.40","CHEBI:8322","polysaccharide"
"2.A.66.1.40","CHEBI:23888","drug"
"1.V.1.1.2","CHEBI:33709","amino acid"
"1.B.18.3.5","CHEBI:8322","polysaccharide"
"1.C.19.1.6","CHEBI:5585","water"
"1.C.19.1.6","CHEBI:25367","molecule"
"1.C.19.1.6","CHEBI:53369","polyelectrolyte macromolecule"
"1.B.6.3.3","CHEBI:25367","molecule"
"9.B.154.1.4","CHEBI:25367","molecule"
"3.B.1.1.5","CHEBI:9175","sodium(1+)"
"2.A.55.3.7","CHEBI:25213","metal cation"
"2.A.55.3.7","CHEBI:5584","hydron"
"2.A.4.1.2","CHEBI:23337","cobalt(2+)"
"2.A.4.1.2","CHEBI:10113","zinc(2+)"
"1.B.6.1.4","CHEBI:3537","cefaloridine"
"1.B.6.1.4","CHEBI:25367","molecule"
"1.B.6.1.4","CHEBI:22582","antimicrobial agent"
"2.A.72.2.2","CHEBI:8345","potassium(1+)"
"1.A.17.1.18","CHEBI:6486","lipid"
"2.A.3.1.22","CHEBI:8089","phenylalanine"
"2.A.3.1.22","CHEBI:9769","tryptophan"
"2.A.3.1.22","CHEBI:9800","tyrosine"
"9.B.1.2.2","CHEBI:62896","dimethylallyl-UTP"
"1.W.3.1.5","CHEBI:4291","deoxyribonucleic acid"
"1.A.8.12.9","CHEBI:5585","water"
"1.G.3.1.5","CHEBI:25367","molecule"
"1.M.1.3.3","CHEBI:25367","molecule"
"1.C.47.3.3","CHEBI:24870","ion"
"1.C.47.3.3","CHEBI:25367","molecule"
"2.A.5.4.14","CHEBI:10113","zinc(2+)"
"2.A.7.15.4","CHEBI:132804","UDP-N-acetyl-alpha-D-galactosamine 4-sulfate"
"2.A.7.15.4","CHEBI:9846","UDP-alpha-D-glucuronic acid"
"3.A.1.23.7","CHEBI:23337","cobalt(2+)"
"3.A.1.23.7","CHEBI:25517","nickel(2+)"
"1.B.1.1.29","CHEBI:25367","molecule"
"1.C.17.1.4","CHEBI:5585","water"
"1.C.17.1.4","CHEBI:25367","molecule"
"1.C.17.1.4","CHEBI:53369","polyelectrolyte macromolecule"
"2.A.49.5.3","CHEBI:3731","chloride"
"1.B.14.2.16","CHEBI:2784","Apoferritin"
"1.B.14.2.16","CHEBI:5974","iron atom"
"2.A.53.3.4","CHEBI:9335","sulfate"
"2.A.53.3.4","CHEBI:3969","cyanide"
"1.A.26.2.1","CHEBI:6635","magnesium(2+)"
"3.A.1.1.51","CHEBI:10202","alpha,alpha-trehalose"
"3.A.1.1.51","CHEBI:23489","alpha-cyclodextrin"
"3.A.1.1.51","CHEBI:62009","maltoheptaose heptasaccharide"
"3.A.1.1.51","CHEBI:6668","maltose"
"3.A.1.1.51","CHEBI:6672","alpha-maltotriose"
"3.A.1.1.51","CHEBI:6671","maltotetraose"
"3.A.1.1.51","CHEBI:61996","maltopentaose pentasaccharide"
"1.A.77.3.36","CHEBI:3473","cation"
"4.A.2.1.21","CHEBI:5172","fructose"
"2.A.1.1.107","CHEBI:5709","hexose"
"3.A.1.1.30","CHEBI:5418","glucose"
"1.B.58.1.1","CHEBI:25367","molecule"
"1.B.1.5.4","CHEBI:24870","ion"
"1.B.1.5.4","CHEBI:9840","UDP-sugar"
"3.D.10.1.6","CHEBI:5584","hydron"
"1.A.10.1.7","CHEBI:24870","ion"
"3.A.1.107.2","CHEBI:2782","apocytochrome c"
"2.A.1.53.14","CHEBI:2642","alpha-amino acid"
"1.C.35.3.1","CHEBI:25367","molecule"
"3.A.1.3.26","CHEBI:16857","L-threonine"
"3.A.1.3.26","CHEBI:22653","asparagine"
"3.A.1.3.26","CHEBI:5432","glutamine"
"3.A.1.3.26","CHEBI:9116","serine"
"3.A.1.3.26","CHEBI:5733","histidine"
"3.A.1.3.26","CHEBI:9800","tyrosine"
"1.C.70.1.1","CHEBI:25367","molecule"
"1.A.1.7.8","CHEBI:29103","potassium(1+)"
"1.B.56.3.1","CHEBI:25367","molecule"
"3.A.3.8.26","CHEBI:8128","1,2-diacyl-sn-glycero-3-phosphocholine(1+)"
"2.A.7.13.5","CHEBI:25609","nucleotide-sugar"
"9.A.29.3.3","CHEBI:9116","serine"
"1.A.43.3.1","CHEBI:17051","fluoride"
"1.A.43.3.1","CHEBI:41334","(R)-camphor"
"1.B.44.2.2","CHEBI:25367","molecule"
"2.A.76.1.5","CHEBI:25017","leucine"
"2.A.67.2.6","CHEBI:7755","oligopeptide"
"1.A.16.1.3","CHEBI:15740","formate"
"2.A.1.2.13","CHEBI:2416","acetylcholine"
"2.A.1.2.13","CHEBI:15355","acetylcholine"
"2.A.88.3.3","CHEBI:9530","thiamine(1+)"
"3.A.1.114.1","CHEBI:5476","glycolipid"
"1.C.38.1.3","CHEBI:25367","molecule"
"3.A.1.13.2","CHEBI:30411","cobalamin"
"2.A.95.1.8","CHEBI:22582","antimicrobial agent"
"1.A.21.2.1","CHEBI:4062","cytochrome c"
"3.A.1.5.5","CHEBI:134400","cationic peptidyl group"
"1.C.74.1.2","CHEBI:24870","ion"
"1.C.74.1.2","CHEBI:25367","molecule"
"1.B.22.3.3","CHEBI:8526","protein polypeptide chain"
"4.D.3.1.13","CHEBI:3529","(1->4)-beta-D-glucan"
"2.A.1.14.2","CHEBI:24175","galacturonate"
"2.A.1.14.2","CHEBI:15748","D-glucuronate"
"2.A.1.14.2","CHEBI:4167","D-glucopyranose"
"3.A.1.201.37","CHEBI:22315","alkaloid"
"2.A.72.3.7","CHEBI:8345","potassium(1+)"
"2.A.73.1.2","CHEBI:26666","short-chain fatty acid"
"1.B.3.1.1","CHEBI:23489","alpha-cyclodextrin"
"1.B.3.1.1","CHEBI:62009","maltoheptaose heptasaccharide"
"1.B.3.1.1","CHEBI:6668","maltose"
"1.B.3.1.1","CHEBI:17306","maltose"
"1.B.3.1.1","CHEBI:6672","alpha-maltotriose"
"1.B.3.1.1","CHEBI:6671","maltotetraose"
"1.B.3.1.1","CHEBI:61996","maltopentaose pentasaccharide"
"1.B.3.1.1","CHEBI:22582","antimicrobial agent"
"2.A.123.2.13","CHEBI:9840","UDP-sugar"
"3.A.1.202.1","CHEBI:3731","chloride"
"3.A.1.202.1","CHEBI:5437","glutathione"
"1.C.119.1.4","CHEBI:25367","molecule"
"5.A.1.5.3","CHEBI:10545","electron"
"5.B.1.1.2","CHEBI:10545","electron"
"9.A.52.1.1","CHEBI:24870","ion"
"9.A.52.1.1","CHEBI:3473","cation"
"1.A.48.1.4","CHEBI:3731","chloride"
